h1_band,count,mean_E,std_E,min_E,max_E,median_E
0,692,1.356220090479698,4.006362632199927,0.00020289709919959838,47.59712269810699,0.27258052125496923
3,64,1.3698983112569,3.243711504686773,0.02008386925695038,19.85157856563678,0.21910158164233026
4,12,1.174001457786522,2.0410465437229033,0.0005193924672502686,6.415932996061725,0.351313074147649
5,94,3.1996981591162106,7.03379052018613,0.05106086069850763,34.919887386666254,0.6625802522038886
6,45,0.4940284719074311,0.12640303893476423,0.1426654413432936,0.7029657077990813,0.5010980026590907
